Date,Open,High,Low,Close,Volume,Market Cap
"Apr 10, 2017",0.392784,0.427879,0.382493,0.414832,"2,59,204","3,92,78,400"
"Apr 09, 2017",0.380948,0.402589,0.380195,0.392766,"1,90,894","3,80,94,800"
"Apr 08, 2017",0.385098,0.392065,0.378961,0.380812,"1,42,979","3,85,09,800"
"Apr 07, 2017",0.399457,0.400531,0.385907,0.38624,"3,05,879","3,99,45,700"
"Apr 06, 2017",0.417807,0.417807,0.39249,0.400497,"2,60,516","4,17,80,700"
"Apr 05, 2017",0.370886,0.417769,0.364375,0.417318,"3,79,711","3,70,88,600"
"Apr 04, 2017",0.383605,0.385438,0.362827,0.370456,"2,04,891","3,83,60,500"
"Apr 03, 2017",0.343736,0.386078,0.343736,0.383308,"2,79,890","3,43,73,600"
"Apr 02, 2017",0.350045,0.370202,0.344632,0.344632,"3,51,514","3,50,04,500"
"Apr 01, 2017",0.376644,0.380867,0.347324,0.350208,"3,12,547","3,76,64,400"
"Mar 31, 2017",0.381456,0.393676,0.360378,0.376973,"2,74,899","3,81,45,600"
"Mar 30, 2017",0.402779,0.409678,0.361227,0.381375,"3,46,511","4,02,77,900"
"Mar 29, 2017",0.374042,0.403952,0.361859,0.401914,"2,97,157","3,74,04,200"
"Mar 28, 2017",0.358403,0.376971,0.338538,0.374437,"2,29,631","3,58,40,300"
"Mar 27, 2017",0.322498,0.388574,0.319586,0.361338,"2,88,109","3,22,49,800"
"Mar 26, 2017",0.296388,0.331441,0.293033,0.318849,"2,30,424","2,96,38,800"
"Mar 25, 2017",0.280876,0.302105,0.274906,0.301237,"2,70,956","2,80,87,600"
"Mar 24, 2017",0.272689,0.280473,0.256621,0.280473,"2,63,578","2,72,68,900"
"Mar 23, 2017",0.275336,0.278885,0.265831,0.27272,"1,44,537","2,75,33,600"
"Mar 22, 2017",0.290401,0.293072,0.266216,0.272987,"1,61,794","2,90,40,100"
"Mar 21, 2017",0.283693,0.294162,0.278371,0.290301,"1,69,660","2,83,69,300"
"Mar 20, 2017",0.283642,0.289737,0.262839,0.284629,"1,57,842","2,83,64,200"
"Mar 19, 2017",0.263923,0.29801,0.249029,0.278302,"1,84,119","2,63,92,300"
"Mar 18, 2017",0.267754,0.293936,0.261564,0.261998,"2,30,859","2,67,75,400"
"Mar 17, 2017",0.310492,0.312802,0.267556,0.268144,"2,12,021","3,10,49,200"
"Mar 16, 2017",0.301281,0.31802,0.282742,0.310488,"2,36,331","3,01,28,100"
"Mar 15, 2017",0.25536,0.315697,0.253191,0.304406,"3,99,122","2,55,36,000"
"Mar 14, 2017",0.271487,0.288021,0.252472,0.253599,"2,09,764","2,71,48,700"
"Mar 13, 2017",0.257629,0.291214,0.252272,0.2724,"6,91,705","2,57,62,900"
"Mar 12, 2017",0.218868,0.27365,0.218868,0.256818,"10,56,330","2,18,86,800"
"Mar 11, 2017",0.19919,0.219794,0.19826,0.219194,"1,69,005","1,99,19,000"
"Mar 10, 2017",0.205773,0.216642,0.188422,0.199242,"1,89,922","2,05,77,300"
"Mar 09, 2017",0.195629,0.213851,0.193981,0.205576,"2,39,611","1,95,62,900"
"Mar 08, 2017",0.214018,0.214783,0.195051,0.195051,"1,99,352","2,14,01,800"
"Mar 07, 2017",0.238997,0.24684,0.213932,0.214041,"2,49,683","2,38,99,700"
"Mar 06, 2017",0.2274,0.254325,0.221468,0.239479,"3,16,545","2,27,40,000"
"Mar 05, 2017",0.195634,0.240424,0.195244,0.22879,"1,04,482","1,95,63,400"
"Mar 04, 2017",0.202559,0.207228,0.194263,0.195779,"35,096","2,02,55,900"
"Mar 03, 2017",0.188894,0.205388,0.187257,0.202294,"54,215","1,88,89,400"
"Mar 02, 2017",0.19598,0.196723,0.184484,0.188478,"1,21,697","1,95,98,000"
"Mar 01, 2017",0.195773,0.204338,0.187515,0.196167,"76,347","1,95,77,300"
"Feb 28, 2017",0.222308,0.223652,0.186401,0.195859,"1,80,411","2,22,30,800"
"Feb 27, 2017",0.215505,0.224083,0.21423,0.221919,"56,478","2,15,50,500"
"Feb 26, 2017",0.214944,0.225557,0.211723,0.215897,"57,827","2,14,94,400"
"Feb 25, 2017",0.220641,0.226877,0.213987,0.214795,"78,333","2,20,64,100"
"Feb 24, 2017",0.219205,0.227527,0.209458,0.221182,"63,823","2,19,20,500"
"Feb 23, 2017",0.225702,0.227335,0.217967,0.221672,"57,350","2,25,70,200"
"Feb 22, 2017",0.219185,0.230045,0.215918,0.225359,"45,672","2,19,18,500"
"Feb 21, 2017",0.246123,0.249467,0.216913,0.220769,"91,137","2,46,12,300"
"Feb 20, 2017",0.241112,0.246662,0.229058,0.246662,"59,416","2,41,11,200"
"Feb 19, 2017",0.245001,0.248385,0.218668,0.240916,"90,623","2,45,00,100"
"Feb 18, 2017",0.25302,0.255236,0.240745,0.241144,"50,274","2,53,02,000"
"Feb 17, 2017",0.24964,0.256706,0.245884,0.252515,"50,195","2,49,64,000"
"Feb 16, 2017",0.244863,0.253635,0.240507,0.247579,"60,036","2,44,86,300"
"Feb 15, 2017",0.242867,0.267794,0.239555,0.244826,"75,001","2,42,86,700"
"Feb 14, 2017",0.24728,0.292378,0.235926,0.242459,"1,55,975","2,47,28,000"
"Feb 13, 2017",0.249963,0.255616,0.244111,0.247048,"16,161","2,49,96,300"
"Feb 12, 2017",0.242385,0.255339,0.237445,0.250045,"32,411","2,42,38,500"
"Feb 11, 2017",0.236772,0.255465,0.235074,0.242829,"48,287","2,36,77,200"
"Feb 10, 2017",0.248457,0.248457,0.228538,0.236728,"29,023","2,48,45,700"
"Feb 09, 2017",0.264961,0.275651,0.226939,0.248226,"42,759","2,64,96,100"
"Feb 08, 2017",0.256042,0.271628,0.251599,0.264578,"25,869","2,56,04,200"
"Feb 07, 2017",0.264975,0.272827,0.245773,0.255401,"41,996","2,64,97,500"
"Feb 06, 2017",0.224744,0.268761,0.224695,0.264725,"99,127","2,24,74,400"
"Feb 05, 2017",0.221326,0.229594,0.210982,0.224531,"49,044","2,21,32,600"
"Feb 04, 2017",0.229471,0.27844,0.216717,0.220949,"58,343","2,29,47,100"
"Feb 03, 2017",0.211934,0.238302,0.208672,0.229165,"1,15,689","2,11,93,400"
"Feb 02, 2017",0.230837,0.252398,0.20988,0.211941,"32,076","2,30,83,700"
"Feb 01, 2017",0.225868,0.242263,0.225868,0.234411,"24,365","2,25,86,800"
"Jan 31, 2017",0.23227,0.239479,0.215932,0.225899,"33,927","2,32,27,000"
"Jan 30, 2017",0.239089,0.241631,0.23217,0.232355,"35,015","2,39,08,900"
"Jan 29, 2017",0.244771,0.245076,0.235614,0.239095,"53,622","2,44,77,100"
"Jan 28, 2017",0.236543,0.245049,0.236543,0.244768,"18,724","2,36,54,300"
"Jan 27, 2017",0.236286,0.242014,0.235795,0.236538,"36,451","2,36,28,600"
"Jan 26, 2017",0.234656,0.243566,0.231989,0.239054,"40,554","2,34,65,600"
"Jan 25, 2017",0.233714,0.239238,0.229818,0.234391,"22,286","2,33,71,400"
"Jan 24, 2017",0.241708,0.244825,0.233464,0.233617,"22,123","2,41,70,800"
"Jan 23, 2017",0.249808,0.252383,0.236861,0.240485,"37,598","2,49,80,800"
"Jan 22, 2017",0.241583,0.256182,0.237679,0.249543,"21,406","2,41,58,300"
"Jan 21, 2017",0.234779,0.249237,0.234673,0.248517,"23,460","2,34,77,900"
"Jan 20, 2017",0.235298,0.243083,0.234281,0.234781,"7,215","2,35,29,800"
"Jan 19, 2017",0.252644,0.257332,0.225879,0.235389,"33,177","2,52,64,400"
"Jan 18, 2017",0.245127,0.256496,0.225539,0.251703,"34,180","2,45,12,700"
"Jan 17, 2017",0.236775,0.248973,0.229462,0.244976,"36,356","2,36,77,500"
"Jan 16, 2017",0.237278,0.268876,0.226471,0.235443,"57,903","2,37,27,800"
"Jan 15, 2017",0.232277,0.266309,0.219905,0.237287,"42,740","2,32,27,700"
"Jan 14, 2017",0.218795,0.232582,0.211031,0.23236,"33,042","2,18,79,500"
"Jan 13, 2017",0.205282,0.219983,0.193755,0.21854,"14,030","2,05,28,200"
"Jan 12, 2017",0.201159,0.213527,0.190886,0.205409,"13,289","2,01,15,900"
"Jan 11, 2017",0.224888,0.227626,0.188188,0.201445,"29,956","2,24,88,800"
"Jan 10, 2017",0.218333,0.226693,0.213599,0.224858,"14,961","2,18,33,300"
"Jan 09, 2017",0.21377,0.218672,0.204933,0.218432,"29,743","2,13,77,000"
"Jan 08, 2017",0.217584,0.225252,0.206544,0.213541,"18,438","2,17,58,400"
"Jan 07, 2017",0.212612,0.226794,0.193454,0.21758,"42,203","2,12,61,200"
"Jan 06, 2017",0.233647,0.25229,0.185458,0.209126,"62,838","2,33,64,700"
"Jan 05, 2017",0.241558,0.267572,0.202394,0.233087,"28,182","2,41,55,800"
"Jan 04, 2017",0.239891,0.258459,0.227535,0.241312,"75,184","2,39,89,100"
"Jan 03, 2017",0.232669,0.247829,0.219481,0.23993,"28,997","2,32,66,900"
"Jan 02, 2017",0.221429,0.240444,0.213599,0.232679,"37,158","2,21,42,900"
"Jan 01, 2017",0.250866,0.252416,0.216586,0.221322,"35,423","2,50,86,600"
"Dec 31, 2016",0.229221,0.255988,0.225286,0.250915,"48,047","2,29,22,100"
"Dec 30, 2016",0.209097,0.234272,0.198459,0.229198,"26,185","2,09,09,700"
"Dec 29, 2016",0.184368,0.213055,0.183166,0.209107,"49,410","1,84,36,800"
"Dec 28, 2016",0.187757,0.201053,0.172862,0.184335,"52,386","1,87,75,700"
"Dec 27, 2016",0.203464,0.204119,0.183441,0.18765,"54,308","2,03,46,400"
"Dec 26, 2016",0.206292,0.20965,0.190706,0.203346,"29,712","2,06,29,200"
"Dec 25, 2016",0.185444,0.209727,0.185142,0.203149,"26,826","1,85,44,400"
"Dec 24, 2016",0.195754,0.201315,0.184017,0.185382,"32,473","1,95,75,400"
"Dec 23, 2016",0.192078,0.204874,0.189696,0.195658,"45,692","1,92,07,800"
"Dec 22, 2016",0.194848,0.202327,0.170037,0.192144,"73,752","1,94,84,800"
"Dec 21, 2016",0.212543,0.212543,0.166089,0.194936,"1,36,469","2,12,54,300"
"Dec 20, 2016",0.217354,0.223238,0.202694,0.215132,"70,993","2,17,35,400"
"Dec 19, 2016",0.228585,0.232416,0.216721,0.217514,"39,801","2,28,58,500"
"Dec 18, 2016",0.239889,0.247294,0.217304,0.228503,"21,916","2,39,88,900"
"Dec 17, 2016",0.244466,0.245191,0.229827,0.239883,"18,214","2,44,46,600"
"Dec 16, 2016",0.221172,0.25122,0.221172,0.244364,"31,752","2,21,17,200"
"Dec 15, 2016",0.221062,0.227735,0.217328,0.221215,"15,290","2,21,06,200"
"Dec 14, 2016",0.233616,0.233767,0.21785,0.220986,"25,330","2,33,61,600"
"Dec 13, 2016",0.228833,0.234383,0.222732,0.233896,"18,928","2,28,83,300"
"Dec 12, 2016",0.228827,0.237223,0.222623,0.228836,"40,733","2,28,82,700"
"Dec 11, 2016",0.232955,0.235504,0.222893,0.228768,"20,208","2,32,95,500"
"Dec 10, 2016",0.23501,0.239101,0.230247,0.232927,"9,008","2,35,01,000"
"Dec 09, 2016",0.236414,0.239383,0.231298,0.23304,"18,126","2,36,41,400"
"Dec 08, 2016",0.244352,0.245671,0.232196,0.23646,"23,638","2,44,35,200"
"Dec 07, 2016",0.232522,0.245706,0.225969,0.244357,"26,844","2,32,52,200"
"Dec 06, 2016",0.231252,0.235889,0.219457,0.232497,"38,582","2,31,25,200"
"Dec 05, 2016",0.235707,0.238281,0.227388,0.23124,"33,659","2,35,70,700"
"Dec 04, 2016",0.247453,0.248232,0.234507,0.237717,"51,360","2,47,45,300"
"Dec 03, 2016",0.246223,0.254039,0.233871,0.239607,"43,557","2,46,22,300"
"Dec 02, 2016",0.246144,0.257214,0.235119,0.24616,"53,633","2,46,14,400"
"Dec 01, 2016",0.252796,0.264845,0.240949,0.245879,"38,650","2,52,79,600"
"Nov 30, 2016",0.259694,0.266238,0.23751,0.252707,"69,225","2,59,69,400"
"Nov 29, 2016",0.309466,0.311222,0.26237,0.26237,"1,29,518","3,09,46,600"
"Nov 28, 2016",0.257468,0.309542,0.232103,0.309469,"94,741","2,57,46,800"
"Nov 27, 2016",0.217183,0.269637,0.20208,0.257451,"72,829","2,17,18,300"
"Nov 26, 2016",0.233087,0.236042,0.20151,0.217379,"1,02,524","2,33,08,700"
"Nov 25, 2016",0.261308,0.261411,0.231912,0.233079,"52,721","2,61,30,800"
"Nov 24, 2016",0.272892,0.278052,0.222907,0.259016,"1,40,550","2,72,89,200"
"Nov 23, 2016",0.278871,0.282579,0.267595,0.272901,"38,300","2,78,87,100"
"Nov 22, 2016",0.288726,0.293075,0.26369,0.278878,"75,607","2,88,72,600"
"Nov 21, 2016",0.277276,0.296858,0.26984,0.288821,"77,955","2,77,27,600"
"Nov 20, 2016",0.307578,0.308293,0.266894,0.277263,"1,00,018","3,07,57,800"
"Nov 19, 2016",0.297404,0.325296,0.274938,0.294224,"1,64,366","2,97,40,400"
"Nov 18, 2016",0.324682,0.342768,0.251798,0.297482,"3,08,090","3,24,68,200"
"Nov 17, 2016",0.332274,0.350919,0.319432,0.325359,"1,64,967","3,32,27,400"
"Nov 16, 2016",0.357755,0.370819,0.323317,0.332264,"2,00,041","3,57,75,500"
"Nov 15, 2016",0.380376,0.381406,0.326087,0.357763,"2,36,251","3,80,37,600"
"Nov 14, 2016",0.390318,0.403339,0.367982,0.380149,"1,68,500","3,90,31,800"
"Nov 13, 2016",0.400946,0.402169,0.371146,0.39035,"1,25,585","4,00,94,600"
"Nov 12, 2016",0.376225,0.401718,0.37464,0.400963,"1,67,249","3,76,22,500"
"Nov 11, 2016",0.375612,0.385704,0.365823,0.379701,"87,279","3,75,61,200"
"Nov 10, 2016",0.369028,0.379294,0.353889,0.375629,"1,36,051","3,69,02,800"
"Nov 09, 2016",0.349111,0.378728,0.344728,0.368976,"2,08,008","3,49,11,100"
"Nov 08, 2016",0.351722,0.362888,0.346265,0.349219,"78,647","3,51,72,200"
"Nov 07, 2016",0.368332,0.368332,0.350295,0.351602,"1,02,888","3,68,33,200"
"Nov 06, 2016",0.349855,0.368381,0.345516,0.368279,"1,12,262","3,49,85,500"
"Nov 05, 2016",0.340519,0.351866,0.335293,0.349872,"65,271","3,40,51,900"
"Nov 04, 2016",0.346339,0.35131,0.333187,0.340576,"90,495","3,46,33,900"
"Nov 03, 2016",0.352932,0.355104,0.322087,0.345537,"2,12,870","3,52,93,200"
"Nov 02, 2016",0.34587,0.352219,0.333165,0.352219,"58,897","3,45,87,000"
"Nov 01, 2016",0.327994,0.369402,0.324686,0.345782,"1,29,183","3,27,99,400"
"Oct 31, 2016",0.351085,0.357265,0.310256,0.328016,"2,34,987","3,51,08,500"
"Oct 30, 2016",0.346716,0.361177,0.336175,0.353743,"2,49,473","3,46,71,600"
"Oct 29, 2016",0.337976,0.36512,0.335099,0.346814,"2,55,905","3,37,97,600"
"Oct 28, 2016",0.329377,0.353782,0.322169,0.337918,"2,06,322","3,29,37,700"
"Oct 27, 2016",0.333538,0.349385,0.304217,0.329201,"4,09,265","3,33,53,800"
"Oct 26, 2016",0.35485,0.372511,0.32581,0.333643,"5,15,087","3,54,85,000"
"Oct 25, 2016",0.338272,0.359556,0.318386,0.355961,"3,07,680","3,38,27,200"
"Oct 24, 2016",0.313694,0.343383,0.289241,0.338372,"5,17,981","3,13,69,400"
"Oct 23, 2016",0.275368,0.313654,0.258753,0.31363,"3,24,055","2,75,36,800"
"Oct 22, 2016",0.243773,0.29442,0.237765,0.288693,"2,11,276","2,43,77,300"
"Oct 21, 2016",0.24055,0.249106,0.238835,0.243799,"39,153","2,40,55,000"
"Oct 20, 2016",0.249149,0.254709,0.23986,0.240599,"75,405","2,49,14,900"
"Oct 19, 2016",0.245588,0.275046,0.244553,0.249335,"3,26,732","2,45,58,800"
"Oct 18, 2016",0.244298,0.251239,0.238786,0.245576,"1,46,243","2,44,29,800"
"Oct 17, 2016",0.2353,0.249218,0.224345,0.244299,"1,77,063","2,35,30,000"
"Oct 16, 2016",0.223463,0.252834,0.223463,0.235213,"2,36,807","2,23,46,300"
"Oct 15, 2016",0.209689,0.235211,0.207747,0.223403,"1,36,396","2,09,68,900"
"Oct 14, 2016",0.205808,0.209679,0.203767,0.209668,"76,178","2,05,80,800"
"Oct 13, 2016",0.212851,0.212862,0.205273,0.205778,"41,826","2,12,85,100"
"Oct 12, 2016",0.209567,0.214617,0.206585,0.212963,"30,333","2,09,56,700"
"Oct 11, 2016",0.20994,0.214636,0.205079,0.209706,"85,220","2,09,94,000"
"Oct 10, 2016",0.212307,0.21329,0.206992,0.209878,"27,118","2,12,30,700"
"Oct 09, 2016",0.21253,0.218758,0.210365,0.212259,"58,742","2,12,53,000"
"Oct 08, 2016",0.203817,0.219439,0.201176,0.21252,"50,465","2,03,81,700"
"Oct 07, 2016",0.210987,0.219438,0.20022,0.203778,"1,36,663","2,10,98,700"
"Oct 06, 2016",0.213054,0.219085,0.202732,0.211073,"1,15,933","2,13,05,400"
"Oct 05, 2016",0.211028,0.221884,0.201197,0.213118,"2,36,077","2,11,02,800"
"Oct 04, 2016",0.192553,0.212923,0.191543,0.205533,"1,10,394","1,92,55,300"
"Oct 03, 2016",0.187457,0.201422,0.187457,0.1927,"65,785","1,87,45,700"
"Oct 02, 2016",0.18593,0.196948,0.185408,0.196629,"27,277","1,85,93,000"
"Oct 01, 2016",0.196727,0.20247,0.183754,0.185924,"68,996","1,96,72,700"
"Sep 30, 2016",0.173184,0.211151,0.166342,0.196706,"1,43,538","1,73,18,400"
"Sep 29, 2016",0.173112,0.177495,0.16982,0.173167,"42,652","1,73,11,200"
"Sep 28, 2016",0.173638,0.176809,0.168299,0.17312,"25,885","1,73,63,800"
"Sep 27, 2016",0.173455,0.177948,0.167586,0.173631,"41,339","1,73,45,500"
"Sep 26, 2016",0.174919,0.179164,0.172117,0.173482,"36,526","1,74,91,900"
"Sep 25, 2016",0.181472,0.18613,0.171925,0.174928,"62,099","1,81,47,200"
"Sep 24, 2016",0.186618,0.191166,0.17241,0.181455,"68,776","1,86,61,800"
"Sep 23, 2016",0.196,0.196,0.177327,0.186626,"38,658","1,96,00,000"
"Sep 22, 2016",0.199532,0.200834,0.178509,0.195984,"53,944","1,99,53,200"
"Sep 21, 2016",0.215452,0.215452,0.199348,0.199509,"1,27,409","2,15,45,200"
"Sep 20, 2016",0.19137,0.218684,0.191135,0.215727,"1,71,638","1,91,37,000"
"Sep 19, 2016",0.184662,0.191706,0.181894,0.191414,"42,683","1,84,66,200"
"Sep 18, 2016",0.179176,0.186652,0.174235,0.186632,"55,809","1,79,17,600"
"Sep 17, 2016",0.165142,0.18374,0.16301,0.179221,"89,094","1,65,14,200"
"Sep 16, 2016",0.165596,0.171673,0.162727,0.167791,"12,703","1,65,59,600"
"Sep 15, 2016",0.173054,0.175911,0.162735,0.1656,"43,596","1,73,05,400"
"Sep 14, 2016",0.168998,0.177081,0.168611,0.17306,"20,792","1,68,99,800"
"Sep 13, 2016",0.17135,0.175391,0.165726,0.169045,"29,377","1,71,35,000"
"Sep 12, 2016",0.160843,0.1719,0.160843,0.171349,"39,086","1,60,84,300"
"Sep 11, 2016",0.162362,0.168385,0.157313,0.160849,"37,636","1,62,36,200"
"Sep 10, 2016",0.166811,0.167874,0.16149,0.162375,"27,087","1,66,81,100"
"Sep 09, 2016",0.162377,0.169259,0.160471,0.166817,"33,322","1,62,37,700"
"Sep 08, 2016",0.16003,0.16903,0.155566,0.162395,"24,373","1,60,03,000"
"Sep 07, 2016",0.166464,0.170524,0.158079,0.160031,"58,305","1,66,46,400"
"Sep 06, 2016",0.170327,0.172534,0.156371,0.166453,"68,491","1,70,32,700"
"Sep 05, 2016",0.165766,0.17343,0.164555,0.170325,"26,388","1,65,76,600"
"Sep 04, 2016",0.165345,0.171562,0.160792,0.165639,"28,552","1,65,34,500"
"Sep 03, 2016",0.171191,0.171552,0.159254,0.165268,"54,250","1,71,19,100"
"Sep 02, 2016",0.161111,0.173934,0.159991,0.171192,"45,929","1,61,11,100"
"Sep 01, 2016",0.163984,0.165407,0.15307,0.161095,"48,630","1,63,98,400"
"Aug 31, 2016",0.158486,0.168586,0.149882,0.163984,"59,938","1,58,48,600"
"Aug 30, 2016",0.159017,0.159695,0.149698,0.158452,"44,755","1,59,01,700"
"Aug 29, 2016",0.151853,0.160391,0.145063,0.159015,"53,334","1,51,85,300"
"Aug 28, 2016",0.162249,0.165235,0.151375,0.158804,"35,982","1,62,24,900"
"Aug 27, 2016",0.169531,0.170991,0.160414,0.162308,"23,586","1,69,53,100"
"Aug 26, 2016",0.16798,0.170681,0.161518,0.169513,"30,915","1,67,98,000"
"Aug 25, 2016",0.170334,0.172009,0.16587,0.16587,"26,812","1,70,33,400"
"Aug 24, 2016",0.17658,0.176851,0.167782,0.170316,"45,227","1,76,58,000"
"Aug 23, 2016",0.178452,0.181835,0.169344,0.176581,"59,064","1,78,45,200"
"Aug 22, 2016",0.174438,0.181184,0.172688,0.178477,"67,344","1,74,43,800"
"Aug 21, 2016",0.178998,0.179812,0.167525,0.174425,"83,163","1,78,99,800"
"Aug 20, 2016",0.178402,0.179949,0.173975,0.179004,"23,310","1,78,40,200"
"Aug 19, 2016",0.175314,0.17989,0.172553,0.178273,"33,598","1,75,31,400"
"Aug 18, 2016",0.177636,0.18091,0.173157,0.17527,"54,480","1,77,63,600"
"Aug 17, 2016",0.174594,0.182404,0.171833,0.177487,"82,779","1,74,59,400"
"Aug 16, 2016",0.173823,0.180306,0.171163,0.17457,"66,316","1,73,82,300"
"Aug 15, 2016",0.173431,0.177611,0.168769,0.173786,"59,199","1,73,43,100"
"Aug 14, 2016",0.177615,0.183916,0.167834,0.17343,"1,15,312","1,77,61,500"
"Aug 13, 2016",0.182932,0.185391,0.170997,0.175204,"1,09,816","1,82,93,200"
"Aug 12, 2016",0.180932,0.188774,0.166554,0.182949,"1,48,755","1,80,93,200"
"Aug 11, 2016",0.189045,0.196519,0.178034,0.181023,"1,12,529","1,89,04,500"
"Aug 10, 2016",0.173429,0.192979,0.171355,0.189038,"1,15,904","1,73,42,900"
"Aug 09, 2016",0.17726,0.17726,0.167421,0.172701,"39,850","1,77,26,000"
"Aug 08, 2016",0.160835,0.181447,0.156651,0.175236,"85,297","1,60,83,500"
"Aug 07, 2016",0.172757,0.172757,0.157919,0.160934,"51,728","1,72,75,700"
"Aug 06, 2016",0.16482,0.172879,0.157423,0.172755,"52,232","1,64,82,000"
"Aug 05, 2016",0.156632,0.167165,0.150382,0.16482,"87,961","1,56,63,200"
"Aug 04, 2016",0.144583,0.161843,0.142541,0.151644,"78,311","1,44,58,300"
"Aug 03, 2016",0.127527,0.159344,0.126624,0.142479,"1,06,321","1,27,52,700"
"Aug 02, 2016",0.164905,0.171309,0.122684,0.127242,"1,97,250","1,64,90,500"
"Aug 01, 2016",0.172161,0.175615,0.158018,0.158018,"79,352","1,72,16,100"
"Jul 31, 2016",0.185366,0.186617,0.170575,0.170575,"66,910","1,85,36,600"
"Jul 30, 2016",0.191747,0.194696,0.183855,0.185351,"30,568","1,91,74,700"
"Jul 29, 2016",0.176242,0.195024,0.174127,0.191743,"52,603","1,76,24,200"
"Jul 28, 2016",0.182168,0.195806,0.170355,0.176222,"79,472","1,82,16,800"
"Jul 27, 2016",0.173306,0.201714,0.160178,0.18213,"2,11,513","1,73,30,600"
"Jul 26, 2016",0.202035,0.206354,0.171409,0.173442,"1,99,906","2,02,03,500"
"Jul 25, 2016",0.20216,0.211934,0.193596,0.201996,"1,15,927","2,02,16,000"
"Jul 24, 2016",0.201416,0.207514,0.192366,0.202169,"1,36,512","2,01,41,600"
"Jul 23, 2016",0.191232,0.207658,0.191004,0.201458,"48,054","1,91,23,200"
"Jul 22, 2016",0.206324,0.214123,0.19099,0.191196,"1,02,240","2,06,32,400"
"Jul 21, 2016",0.211095,0.218892,0.203207,0.206353,"93,206","2,11,09,500"
"Jul 20, 2016",0.209238,0.219466,0.207859,0.211235,"70,378","2,09,23,800"
"Jul 19, 2016",0.224835,0.229331,0.201258,0.209255,"1,68,579","2,24,83,500"
"Jul 18, 2016",0.197136,0.226103,0.195839,0.217987,"1,32,592","1,97,13,600"
"Jul 17, 2016",0.193859,0.200658,0.189954,0.197031,"60,718","1,93,85,900"
"Jul 16, 2016",0.205082,0.208358,0.191542,0.193542,"36,851","2,05,08,200"
"Jul 15, 2016",0.196625,0.210447,0.188917,0.204921,"1,15,159","1,96,62,500"
"Jul 14, 2016",0.193206,0.20317,0.181674,0.196309,"1,54,375","1,93,20,600"
"Jul 13, 2016",0.199736,0.211846,0.193641,0.193641,"1,03,542","1,99,73,600"
"Jul 12, 2016",0.216897,0.216977,0.197032,0.199753,"1,36,972","2,16,89,700"
"Jul 11, 2016",0.218048,0.219266,0.207751,0.216697,"88,437","2,18,04,800"
"Jul 10, 2016",0.224557,0.224557,0.203794,0.218331,"88,774","2,24,55,700"
"Jul 09, 2016",0.193691,0.22898,0.190734,0.221057,"1,06,202","1,93,69,100"
"Jul 08, 2016",0.233187,0.235791,0.175018,0.193728,"2,03,189","2,33,18,700"
"Jul 07, 2016",0.228292,0.235936,0.215656,0.229901,"2,68,443","2,28,29,200"
"Jul 06, 2016",0.21995,0.239176,0.20964,0.228037,"2,18,669","2,19,95,000"
"Jul 05, 2016",0.225309,0.226514,0.20258,0.220016,"2,25,635","2,25,30,900"
"Jul 04, 2016",0.192834,0.220483,0.189336,0.22048,"3,01,807","1,92,83,400"
"Jul 03, 2016",0.180746,0.208869,0.161257,0.192793,"3,34,447","1,80,74,600"
"Jul 02, 2016",0.144975,0.201825,0.138431,0.180402,"2,61,410","1,44,97,500"
"Jul 01, 2016",0.139274,0.151516,0.130633,0.144888,"2,33,053","1,39,27,400"
"Jun 30, 2016",0.143232,0.159229,0.135652,0.139444,"3,11,148","1,43,23,200"
"Jun 29, 2016",0.146568,0.16607,0.139438,0.145139,"2,34,893","1,46,56,800"
"Jun 28, 2016",0.1741,0.178462,0.142232,0.145641,"2,28,770","1,74,10,000"
"Jun 27, 2016",0.170007,0.178653,0.157636,0.175187,"1,69,379","1,70,00,700"
"Jun 26, 2016",0.204783,0.205153,0.150026,0.165977,"3,28,673","2,04,78,300"
"Jun 25, 2016",0.193498,0.243791,0.189895,0.201881,"4,12,951","1,93,49,800"
"Jun 24, 2016",0.199983,0.218997,0.180431,0.195036,"7,15,427","1,99,98,300"
"Jun 23, 2016",0.191379,0.205271,0.172964,0.199471,"5,30,030","1,91,37,900"
"Jun 22, 2016",0.230252,0.234911,0.176512,0.188528,"8,78,411","2,30,25,200"
"Jun 21, 2016",0.289209,0.292218,0.217718,0.230596,"6,26,728","2,89,20,900"
"Jun 20, 2016",0.604243,0.604243,0.22705,0.289737,"17,71,960",0
"Jun 19, 2016",0.665885,0.745494,0.456124,0.60376,"1,12,349",0
"Jun 18, 2016",0.898507,1.1,0.309397,0.66548,"1,73,575",0
"Jun 17, 2016",0.930645,1,0.78759,0.899224,"42,058",0
"Jun 16, 2016",0.956326,1.18,0.927815,0.928007,"43,879",0
"Jun 15, 2016",0.911755,1.1,0.82438,0.953506,"41,509",0
"Jun 14, 2016",1.32,1.32,0.801999,0.911588,"51,762",0
"Jun 13, 2016",1.22,1.65,1.07,1.32,"79,492",0
"Jun 12, 2016",1.37,1.68,1.12,1.22,"40,759",0
"Jun 11, 2016",1.56,1.6,1.1,1.37,"34,845",0
"Jun 10, 2016",1.41,1.61,1.22,1.56,"63,162",0
"Jun 09, 2016",1.02,1.64,1.01,1.41,"27,163",0
"Jun 08, 2016",0.836892,1.02,0.831662,1.02,"56,105",0
"Jun 07, 2016",0.768551,1.08,0.768537,0.836066,"45,932",0
